student_id,skill_id,correct
0,33,1
0,64,1
0,27,1
0,33,1
0,7,1
0,25,0
0,34,0
0,23,1
0,66,1
0,24,1
0,47,1
0,66,1
0,23,0
0,32,1
0,27,1
0,24,1
0,47,0
0,59,0
0,47,0
0,66,0
0,47,0
0,47,0
0,66,1
0,60,1
0,27,1
0,33,1
0,64,1
0,27,1
0,33,1
0,7,1
0,25,1
0,34,1
0,23,1
0,66,1
0,24,1
0,47,1
0,66,1
0,23,1
0,32,1
0,27,1
0,24,1
0,47,1
0,59,1
0,47,1
0,66,1
0,47,1
0,47,1
0,66,1
0,60,1
0,27,1
0,59,1
0,47,0
0,64,0
0,47,1
0,24,1
0,35,1
0,59,1
0,47,1
0,64,1
0,47,1
0,24,1
0,35,1
0,47,1
0,64,1
0,47,1
0,24,1
0,35,1
0,59,1
0,24,1
0,43,1
0,47,0
0,59,0
0,43,1
0,59,1
0,33,1
0,47,1
0,23,1
0,35,1
0,33,1
0,47,1
0,33,1
0,35,1
0,47,1
0,66,1
0,31,0
0,47,0
0,32,0
0,47,0
0,43,1
0,24,1
0,22,1
0,47,1
0,64,1
0,47,1
0,24,1
0,35,1
0,59,1
0,24,1
0,43,1
0,47,1
0,59,1
0,43,0
0,59,0
0,33,1
0,47,1
0,23,1
0,35,1
0,33,1
0,47,1
0,33,1
0,35,1
0,47,0
0,66,0
0,31,1
0,47,1
0,32,1
0,47,1
0,43,0
0,24,1
0,22,1
0,47,1
0,64,1
0,47,1
0,24,1
0,35,1
0,59,1
0,24,1
0,43,1
0,47,1
0,59,1
0,43,1
0,59,1
0,33,1
0,47,1
0,23,1
0,35,1
0,33,1
0,47,1
0,33,1
0,35,1
0,47,1
0,66,1
0,31,1
0,47,1
0,32,1
0,47,1
0,43,1
0,24,1
0,22,1
1,25,1
1,0,1
1,33,1
1,64,1
1,24,1
1,34,1
1,60,1
1,27,1
1,27,1
1,6,1
1,42,1
1,2,1
1,30,1
1,6,1
1,54,1
1,6,1
1,19,1
1,30,1
1,30,1
1,54,1
1,30,1
1,54,1
1,6,1
1,54,1
1,6,1
1,19,1
1,6,1
1,19,1
1,3,1
1,54,1
1,54,1
1,54,1
1,45,1
1,26,1
1,39,1
1,39,1
1,39,1
1,11,1
1,11,1
1,49,1
1,52,1
1,10,1
1,11,1
1,44,1
1,48,1
1,49,1
1,44,1
1,49,1
1,10,1
1,11,1
1,44,1
1,10,1
1,44,1
1,49,1
1,45,1
1,49,1
1,43,1
1,44,1
1,48,1
1,10,1
1,11,1
1,44,1
1,43,1
1,48,1
1,39,1
1,26,1
1,41,1
1,49,1
1,52,1
1,6,1
1,30,1
1,40,1
1,6,1
1,30,1
1,40,1
1,6,1
1,40,1
1,5,1
1,6,1
1,40,1
1,6,1
1,30,1
1,40,1
1,5,1
1,8,1
1,40,1
1,39,1
1,40,1
1,40,1
1,21,1
1,56,1
1,33,1
1,42,1
1,56,1
1,44,1
1,56,1
1,12,1
1,56,1
1,57,1
1,56,1
1,58,1
1,12,1
1,21,1
1,56,1
1,5,1
1,56,1
1,33,1
1,11,1
1,56,1
1,38,1
1,56,1
1,56,1
1,10,1
1,44,1
1,56,1
1,56,1
1,56,1
1,12,1
1,56,1
1,21,1
1,40,1
1,1,1
1,56,1
1,21,1
1,56,1
1,58,1
1,44,1
1,56,1
1,56,1
1,36,1
1,57,1
1,61,1
1,62,1
1,62,1
1,61,1
1,62,1
1,62,1
1,44,1
1,62,1
1,63,1
1,36,1
1,61,1
1,62,1
1,61,1
1,62,1
1,61,1
1,61,1
1,21,1
1,61,1
1,49,1
1,44,1
1,61,1
1,38,1
1,61,1
1,61,1
1,61,1
1,11,1
1,10,1
1,62,1
1,11,1
1,62,1
1,61,1
1,8,1
1,63,1
1,36,1
1,37,1
1,36,1
1,61,1
1,36,1
1,36,1
1,11,1
1,36,1
1,10,1
1,36,1
1,44,1
1,36,1
1,36,1
1,56,1
1,61,1
1,36,1
1,37,1
1,36,1
1,11,1
1,36,1
1,37,1
1,36,1
1,37,1
1,36,1
1,36,1
1,62,1
1,28,1
1,20,1
1,50,1
1,55,1
1,28,1
1,33,1
1,64,1
1,27,1
1,33,1
1,7,1
1,25,1
1,34,1
1,23,1
1,66,1
1,24,1
1,47,1
1,66,1
1,23,1
1,32,1
1,27,1
1,24,1
1,47,1
1,59,1
1,47,1
1,66,1
1,47,1
1,47,1
1,66,1
1,60,1
1,27,1
1,55,1
1,17,1
1,20,1
1,28,1
1,50,1
1,29,1
1,29,1
1,51,1
1,20,1
1,51,1
1,17,1
1,51,1
1,6,1
1,50,1
1,4,1
1,9,1
1,59,1
1,47,1
1,64,1
1,47,1
1,24,1
1,35,1
1,47,1
1,64,1
1,47,1
1,24,1
1,35,1
1,59,1
1,24,1
1,43,1
1,47,1
1,59,1
1,43,1
1,59,1
1,33,1
1,47,1
1,23,0
1,35,0
1,33,1
1,47,1
1,33,0
1,35,1
1,47,1
1,66,0
1,31,0
1,47,0
1,32,0
1,47,0
1,43,0
1,24,1
1,22,1
1,47,1
1,64,1
1,47,1
1,24,1
1,35,1
1,59,1
1,24,1
1,43,1
1,47,1
1,59,1
1,43,1
1,59,1
1,33,1
1,47,1
1,23,1
1,35,1
1,33,1
1,47,1
1,33,1
1,35,1
1,47,1
1,66,1
1,31,1
1,47,1
1,32,0
1,47,0
1,43,1
1,24,1
1,22,1
1,47,1
1,64,1
1,47,1
1,24,1
1,35,1
1,59,1
1,24,1
1,43,1
1,47,1
1,59,1
1,43,1
1,59,1
1,33,1
1,47,1
1,23,1
1,35,1
1,33,1
1,47,1
1,33,1
1,35,1
1,47,1
1,66,1
1,31,1
1,47,1
1,32,1
1,47,1
1,43,1
1,24,1
1,22,1
1,64,1
1,11,0
1,18,0
1,46,0
1,49,1
1,64,1
1,33,1
1,64,1
1,67,1
1,49,1
1,64,1
1,64,1
1,11,1
1,18,1
1,46,1
1,49,1
1,64,1
1,33,1
1,64,1
1,67,1
1,49,1
1,64,1
1,35,1
1,64,1
1,66,1
1,64,1
1,66,1
1,64,1
1,65,1
1,64,1
1,66,1
1,11,1
1,53,1
1,33,1
1,64,1
1,67,1
1,11,1
1,18,1
1,46,1
1,35,1
1,49,1
1,64,1
1,49,1
1,64,1
1,66,1
1,35,1
1,49,1
1,64,1
1,66,1
1,66,0
1,67,0
1,49,1
1,64,1
1,66,1
1,64,1
1,35,1
1,49,1
1,64,1
1,64,1
1,64,1
1,35,1
1,64,1
1,66,1
1,64,1
1,66,1
1,64,1
1,65,1
1,64,1
1,66,1
1,11,1
1,53,1
1,33,1
1,64,1
1,67,1
1,11,1
1,18,1
1,46,1
1,35,1
1,49,1
1,64,1
1,49,1
1,64,1
1,66,1
1,35,1
1,49,1
1,64,1
1,66,1
1,66,1
1,67,1
1,49,1
1,64,1
1,66,1
1,64,1
1,35,1
1,49,1
1,64,1
1,64,1
1,64,1
1,42,1
1,30,1
1,30,1
1,30,1
1,33,1
1,30,1
1,30,1
1,33,1
1,30,1
1,30,1
1,54,1
1,30,1
1,42,1
1,30,1
1,42,0
1,46,0
1,42,1
1,42,1
1,30,1
1,33,1
1,30,1
1,30,1
1,42,1
1,42,1
1,42,1
1,30,1
1,42,1
1,30,1
1,33,1
1,30,1
1,30,1
1,54,1
1,30,1
1,42,1
1,30,1
1,42,1
1,46,1
1,42,1
1,42,1
1,30,1
1,33,1
1,30,1
1,30,1
1,42,1
1,42,1
1,42,1
1,30,1
1,42,1
1,6,1
1,6,1
1,19,1
1,30,1
1,54,1
1,54,1
1,6,1
1,19,1
2,6,0
2,42,0
2,2,0
2,30,0
2,6,1
2,54,1
2,6,1
2,19,1
2,30,1
2,30,0
2,54,0
2,30,0
2,54,0
2,6,0
2,54,0
2,6,1
2,19,1
2,6,1
2,19,1
2,3,0
2,54,0
2,54,1
2,54,0
2,6,1
2,42,1
2,2,1
2,30,1
2,6,1
2,54,0
2,6,1
2,19,1
2,30,1
2,30,1
2,54,1
2,30,1
2,54,1
2,6,1
2,54,1
2,6,1
2,19,1
2,6,1
2,19,1
2,3,0
2,54,0
2,54,1
2,54,1
2,21,1
2,56,1
2,33,0
2,42,0
2,56,0
2,44,1
2,56,1
2,12,1
2,56,1
2,57,0
2,21,1
2,56,1
2,33,1
2,42,1
2,56,1
2,44,1
2,56,1
2,12,1
2,56,1
2,57,1
2,56,0
2,58,0
2,12,1
2,21,1
2,56,0
2,5,0
2,56,0
2,33,0
2,11,0
2,56,0
2,38,0
2,56,0
2,56,0
2,10,0
2,44,0
2,56,0
2,56,0
2,56,1
2,12,1
2,56,1
2,21,0
2,40,0
2,1,1
2,56,1
2,21,1
2,56,1
2,58,0
2,44,0
2,56,0
2,56,0
2,36,1
2,57,1
2,56,1
2,58,1
2,12,1
2,21,1
2,56,0
2,5,1
2,56,1
2,33,0
2,11,1
2,56,1
2,38,1
2,56,1
2,56,1
2,10,0
2,44,0
2,56,0
2,56,1
2,56,1
2,12,1
2,56,1
2,21,1
2,40,1
2,1,1
2,56,1
2,21,1
2,56,1
2,58,1
2,44,1
2,56,1
2,56,0
2,36,1
2,57,1
2,61,1
2,62,1
2,62,0
2,61,1
2,62,0
2,61,1
2,62,1
2,62,1
2,61,1
2,62,1
2,62,0
2,44,1
2,62,1
2,63,0
2,36,1
2,61,0
2,62,0
2,61,0
2,62,0
2,61,0
2,61,0
2,21,0
2,61,0
2,49,0
2,44,0
2,61,0
2,38,0
2,61,0
2,61,1
2,61,0
2,11,1
2,10,0
2,62,0
2,11,0
2,62,0
2,61,0
2,8,1
2,63,1
2,62,1
2,44,1
2,62,1
2,63,1
2,36,1
2,61,1
2,62,1
2,61,1
2,62,1
2,61,1
2,61,1
2,21,1
2,61,1
2,49,1
2,44,0
2,61,0
2,38,1
2,61,1
2,61,1
2,61,1
2,11,1
2,10,1
2,62,1
2,11,1
2,62,1
2,61,1
2,8,1
2,63,1
2,36,0
2,37,0
2,36,0
2,61,0
2,36,1
2,36,0
2,36,1
2,37,1
2,36,1
2,61,1
2,36,1
2,36,1
2,11,1
2,36,0
2,10,0
2,36,0
2,44,0
2,36,0
2,36,0
2,56,0
2,61,0
2,36,0
2,37,0
2,36,0
2,11,0
2,36,0
2,37,1
2,36,0
2,37,1
2,36,0
2,36,1
2,62,0
2,11,1
2,36,1
2,10,1
2,36,1
2,44,1
2,36,1
2,36,1
2,56,1
2,61,1
2,36,1
2,37,0
2,36,1
2,11,1
2,36,1
2,37,1
2,36,1
2,37,1
2,36,1
2,36,1
2,62,1
2,28,1
2,20,1
2,50,1
2,55,1
2,28,1
2,33,0
2,64,0
2,27,0
2,33,1
2,7,1
2,25,0
2,34,0
2,23,1
2,66,1
2,24,1
2,47,1
2,66,1
2,23,0
2,32,0
2,27,0
2,24,0
2,47,0
2,59,0
2,47,0
2,66,0
2,47,0
2,47,0
2,66,0
2,60,0
2,27,1
2,33,1
2,64,1
2,27,1
2,33,1
2,7,1
2,25,1
2,34,1
2,23,1
2,66,1
2,24,1
2,47,1
2,66,1
2,23,1
2,32,1
2,27,1
2,24,1
2,47,1
2,59,1
2,47,1
2,66,1
2,47,1
2,47,0
2,66,1
2,60,1
2,27,1
2,55,0
2,17,0
2,20,0
2,28,0
2,50,0
2,29,1
2,29,1
2,51,1
2,20,1
2,51,0
2,17,1
2,51,1
2,6,1
2,50,1
2,55,1
2,17,1
2,20,1
2,28,1
2,50,1
2,29,1
2,29,1
2,51,1
2,20,1
2,51,1
2,17,1
2,51,1
2,6,1
2,50,1
2,4,0
2,9,0
2,4,1
2,9,1
2,16,0
2,13,0
2,14,0
2,15,0
2,13,0
2,16,1
2,13,1
2,14,1
2,15,1
2,13,1
2,59,1
2,47,1
2,64,1
2,47,1
2,24,1
2,35,1
2,47,0
2,64,0
2,47,0
2,24,0
2,35,0
2,59,0
2,24,1
2,43,1
2,47,0
2,59,0
2,43,0
2,59,0
2,33,0
2,47,0
2,23,0
2,35,0
2,33,0
2,47,0
2,33,0
2,35,0
2,47,0
2,66,0
2,31,0
2,47,0
2,32,0
2,47,0
2,43,0
2,24,0
2,22,1
2,47,1
2,64,1
2,47,1
2,24,0
2,35,0
2,59,1
2,24,1
2,43,1
2,47,1
2,59,1
2,43,1
2,59,1
2,33,1
2,47,1
2,23,0
2,35,0
2,33,1
2,47,1
2,33,1
2,35,1
2,47,1
2,66,1
2,31,1
2,47,1
2,32,1
2,47,1
2,43,1
2,24,1
2,22,1
2,64,1
2,11,1
2,18,1
2,46,1
2,49,1
2,64,1
2,33,1
2,64,1
2,67,1
2,49,0
2,64,0
2,35,0
2,64,0
2,66,0
2,64,0
2,66,0
2,64,1
2,65,1
2,64,0
2,66,0
2,11,0
2,53,0
2,33,0
2,64,0
2,67,0
2,11,1
2,18,1
2,46,1
2,35,0
2,49,0
2,64,0
2,49,0
2,64,0
2,66,0
2,35,0
2,49,0
2,64,0
2,66,0
2,66,0
2,67,0
2,49,1
2,64,1
2,66,1
2,64,1
2,35,1
2,49,1
2,64,1
2,64,1
2,64,1
2,35,0
2,64,0
2,66,0
2,64,0
2,66,0
2,64,1
2,65,1
2,64,1
2,66,1
2,11,1
2,53,1
2,33,1
2,64,1
2,67,1
2,11,1
2,18,1
2,46,1
2,35,1
2,49,1
2,64,1
2,49,1
2,64,1
2,66,1
2,35,1
2,49,1
2,64,1
2,66,1
2,66,0
2,67,0
2,49,1
2,64,1
2,66,0
2,64,1
2,35,1
2,49,1
2,64,1
2,64,1
2,64,0
2,42,1
2,30,1
2,30,1
2,30,1
2,33,1
2,30,1
2,6,1
2,6,1
2,19,1
2,30,1
2,54,1
2,54,1
2,6,0
2,19,0
2,6,1
2,6,1
2,19,1
2,30,1
2,54,1
2,54,1
2,6,0
2,19,0
